year,study_ID,year_of_collection ,continent ,country,latitude,longitude,hs1,hs,IS03,Order,host_species1,bees_type,host1,host,dm,dignostic_method,genus,Tryp_species1,Tryp_species2,total,cases,all_prevelence_,ID,infected,not_infected,p,WM,notes,all_type,all_type2,md,insec1,insec,sm,Column1,Column2
,"(de Oliveira et al., 2010)",,,Brazil,,,,,BRA,,,,,dogs, immunoenzymatic assay ,,,Leishmania _spp. ,Leishmania _spp. ,312,21,6.730769231,,https://www.scielo.br/pdf/rsbmt/v43n4/a13v43n4.pdf,,,20802939,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Mir and a et al., 2002)",,,Brazil,,,,,BRA,,,,,flies,PCR,,,Leishmania_braziliensis,Leishmania_braziliensis,335,30,8.96,,https://www.scielo.br/pdf/mioc/v97n2/4379.pdf,,,NA,,2,Leishmania_spp.,dixenous_spp.,none_insects,1,sys,,
,"(Marcelino et al., 2011)",,,Brazil,,,,,BRA,,,,,animals," nested PCR, PCR ",,,Leishmania _spp. ,Leishmania _spp. ,80,29,,,https://www.sciencedirect.com/science/article/pii/S0304401711004614?via%3Dihub,,,NA,,3,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Lima et al., 2013)",,,Brazil,,,,,BRA,,,,,animals, PCR ,,,Leishmania_spp.,Leishmania_spp.,164,52,31.71,,https://www.researchgate.net/publication/250920546_Small_mammals_as_hosts_of_Leishmania_spp_in_a_highly_endemic_area_for_zoonotic_leishmaniasis_in_North-Eastern_Brazil,,,NA,,4,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Tonelli et al., 2017)",,,Brazil,,,,,BRA,,,,,animals, PCR ,,,Leishmania _spp. ,Leishmania _spp. ,55,5,9.090909091,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0190315,,,29284049,,5,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Oliveira et al., 2016)",,,Brazil,,,,,BRA,,,,,dogs, NA ,,,Leishmania_braziliensis,Leishmania_braziliensis,339,60,17.69911504,,http://www.funpecrp.com.br/gmr/year2016/vol15-3/pdf/gmr8684.pdf,,,27706707,,6,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Castro et al., 2019)",,,Brazil,,,,,BRA,,,,,flies, PCR ,,,Leishmania_spp.,Leishmania_spp.,60,5,5.81,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6719341/,,,NA,,7,Leishmania_spp.,dixenous_spp.,insects,1,sys,,
,"(Constantino et al., 2015)",,,Brazil,,,,,BRA,,,,, dogs , DPP ,,,Leishmania_spp.,Leishmania_spp.,191,13,6.81,,https://www.researchgate.net/publication/275346182_Seroepidemiology_of_Leishmania_spp_in_dogs_residing_in_Telemaco_Borba_Parana_Brazil_Soroepidemiologia_da_Leishmania_spp_em_caes_do_Municipio_de_Telemaco_Borba_Parana_Brasil,,,NA,,8,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Quintal et al., 2011)",,,Brazil,,,,,BRA,,,,,animals, qPCR,,,Leishmania _spp. ,Leishmania _spp. ,286,14.076,4.921678322,,https://www.sciencedirect.com/science/article/abs/pii/S0304401710006485,,,21144664,,9,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Leca et al., 2015)",,,Brazil,,,,,BRA,,,,,dogs," microscopic,  polymerase chain reaction, PCR ",,,Leishmania_braziliensis,Leishmania_braziliensis,292,10,3.66,,https://www.sciencedirect.com/science/article/pii/S0001706X15001047?via%3Dihub,,,25917715,,10,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Fern and es et al., 2018)",,,Brazil,,,,,BRA,,,,,dogs,ELISA,,,Leishmania _spp. ,Leishmania _spp. ,200,15,7.5,,,,,NA,,11,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Fern and es et al., 2018)",,,Brazil,,,,,BRA,,,,,dogs,ELISA,,,Trypanosoma_cruzi,Trypanosoma_cruzi,200,36,18,,,,,NA,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(de Oliveira et al., 2015)",,,Brazil,,,,,BRA,,,,,flies,PCR,,,Leishmania _spp. ,Leishmania _spp. ,126,1,0.69,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4708026/,,,NA,,2,Leishmania_spp.,dixenous_spp.,insects,1,sys,,
,"(Dario et al., 2017)",,,Brazil,,,,,BRA,,,,,animals," cultures, microscopy ",,,Trypanosoma_spp.,Trypanosoma_spp.,73,2,2.74,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0188412,,,NA,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Dario et al., 2017)",,,Brazil,,,,,BRA,,,,,bats," cultures, microscopy ",,,Trypanosoma_spp.,Trypanosoma_spp.,186,42,22.58,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0188412,,,NA,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Antonio et al., 2011)",,,Brazil,,,,,BRA,,,,,dogs,ELISA and IIF,,,Leishmania_spp.,Leishmania_spp.,63,29,46,,https://www.researchgate.net/publication/51076650_Canine_visceral_leishmaniasis_in_the_Krenak_indigenous_community_Resplendor_Minas_Gerais_State_Brazil_2007#fullTextFileContent,,,NA,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(nan et al., 2010)",,,Brazil,,,,,BRA,,,,,dogs,"(aver ELISA, IFAT)",,,Leishmania _spp. ,Leishmania _spp. ,161,25,27.9,,https://www.scielo.br/pdf/rbpv/v19n1/a15v19n1.pdf,,,20385065,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(nan et al., 2012)",,,Brazil,,,,,BRA,,,,,dogs,IFA,,,Leishmania _spp. ,Leishmania _spp. ,169,139,82.24852071,,https://www.researchgate.net/publication/273985726_Infection_by_Toxoplasma_gondii_and_Leishmania_spp_in_humans_and_dogs_from_rural_settlements_in_Northern_Parana_State_Brazil#fullTextFileContent,,,NA,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Abrantes et al., 2018)",,,Brazil,,,,,BRA,,,,,dogs ,immunoenzymatic assay and (IEA) and rapid immunochromatographic assay-dual path platform (DPP),,,Leishmania_infantum,Leishmania_infantum,97,21,21.6,,https://www.scielo.br/pdf/csp/v34n1/en_1678-4464-csp-34-01-e00021117.pdf,,,NA,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Oliveira et al., 2005)",,,Brazil,,,,,BRA,,,,,rodents," polymerase chain reaction, PCR ",,,Leishmania_mexicana,Leishmania_mexicana,61,11,18.03,,https://www.sciencedirect.com/science/article/pii/S0304401705000191?via%3Dihub,,,15845276,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(da Costa et al., 2016)",,,Brazil,,,,,BRA,,,,,bats, microscopy ,,,Trypanosoma_cruzi,Trypanosoma_cruzi,157,8,5.095541401,,https://reader.elsevier.com/reader/sd/pii/S0001706X16306970?token=0A5B0F1886F6EA0564DD1D36CE139037C2BB119F0EE120F013D0F9DAE5BDBF230E1AD3A7C29A91820C446F2E30846B2E,,,27633579,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Caldart et al., 2017)",,,Brazil,,,,,BRA,,,,,rodents,PCR,,,Leishmania_spp.,Leishmania_spp.,127,9,7.09,,https://pubmed.ncbi.nlm.nih.gov/28177041/,,,28177041,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Brasil et al., 2018)",,,Brazil,,,,,BRA,,,,, dogs , ELISA,,,Trypanosoma_cruzi,Trypanosoma_cruzi,384,6,1.5625,,http://www.uel.br/revistas/uel/index.php/semagrarias/article/view/32025/24272,,,NA,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Brasil et al., 2018)",,,Brazil,,,,,BRA,,,,, dogs , ELISA,,,Leishmania _spp. ,Leishmania _spp. ,384,11,2.864583333,,http://www.uel.br/revistas/uel/index.php/semagrarias/article/view/32025/24272,,,NA,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(de Oliveira et al., 2017)",,,Brazil,,,,,BRA,,,,,equids, NA ,,,Leishmania _spp. ,Leishmania _spp. ,257,62,24.12451362,,https://www.researchgate.net/publication/316019911_Seroepidemiology_of_Leishmania_spp_In_equids_from_Uberlandia_Minas_Gerais_Brazil,,,NA,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Curi et al., 2006)",,,Brazil,,,,,BRA,,,,,animals, NA ,,,Leishmania _spp. ,Leishmania _spp. ,95,10,10.52631579,,https://www.scielo.br/pdf/mioc/v101n1/v101n1a19.pdf,,,16699717,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Lima-Oliveira et al., 2020)",,,Brazil,,,,,BRA,,,,,truebugs,PCR,,,Trypanosoma_cruzi,Trypanosoma_cruzi,223,58,26,,https://www.sciencedirect.com/science/article/pii/S0001706X19308770?via%3Dihub,,,31545949,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,sys,,
,"(Szpeiter et al., 2017)",,,Brazil,,,,,BRA,,,,,bats, NA ,,,Trypanosoma_spp.,Trypanosoma_spp.,111,10,9,,https://www.scielo.br/pdf/rbpv/v26n2/1984-2961-rbpv-26-2-152.pdf,,,NA,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Echeverria et al., 2019)",,,Brazil,,,,,BRA,,,,,dogs," smears, PCR ",,, Trypanosoma_evansi, Trypanosoma_evansi,18,7,38.88888889,,https://www.scielo.br/pdf/rbpv/v28n2/1984-2961-rbpv-S1984-29612019018.pdf,,,31188944,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Godoi et al., 2002)",,,Brazil,,,,,BRA,,,,,flies," microscopy, PCR ",,,Trypanosomatidae_spp.,Trypanosomatidae_spp.,244,108,44.26,,https://www.researchgate.net/publication/11199831_A_PCR-Based_Survey_on_Phytomonas_EuglenozoaTrypanosomatidae_in_Phytophagous_Hemipterans_of_the_Amazon_Region,,,12188217,,7,Trypanosomatidae_spp.,Trypanosomatidae_spp.,insects,1,sys,,
,"(Almeida et al., 2016)",,,Brazil,,,,,BRA,,,,,equids,"N	A",,,Trypanosoma_cruzi,Trypanosoma_cruzi,49,30,61.22,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4758651/#!po=39.1892,,,26891047,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Benassi et al., 2017)",,,Brazil ,,,,,BRA,,,,,cats,"qPCR	PCR	sequencing",,,Leishmania_infantum,Leishmania_infantum,108,2,1.85,,https://www.sciencedirect.com/science/article/pii/S0014489416303034?via%3Dihub,,,28438522,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Albuquerque et al., 2017)",,,Portugal,,,,,PRT,,,,,dogs,nested PCR,,,Leishmania_infantum,Leishmania_infantum,229,86,37.55458515,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5346836/,,,28285595,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Rosypal et al., 2007)",,,"Brazil, Colombia",,,,,COL,,,,,dogs, IFAT,,,Leishmania_infantum,Leishmania_infantum,365,9,2.465753425,,https://www.sciencedirect.com/science/article/pii/S0304401707003986?via=ihub,,,17825991,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Rosypal et al., 2007)",,,"Brazil, Colombia",,,,,BRA,,,,,dogs, IFAT,,,Leishmania_infantum,Leishmania_infantum,365,9,2.465753425,,https://www.sciencedirect.com/science/article/pii/S0304401707003986?via=ihub,,,17825991,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Figueiredo et al., 2016)",,,Brazil,,,,,BRA,,,,,cats," enzyme-linked immunosorbent assay, ELISA, xenodiagnosis ",,,Leishmania _spp. ,Leishmania _spp. ,34,6,17.64705882,,,,,NA,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Maia et al., 2010)",,,Portugal,,,,,PRT,,,,, dogs , PCR ,,,Leishmania_infantum,Leishmania_infantum,138,28,20.28985507,,https://www.sciencedirect.com/science/article/pii/S0304401710004851?via%3Dihub,,,NA,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Gontijo et al., 2002)",,,Brazil,,,,,BRA,,,,,dogs, PCR ,,,Leishmania _spp. ,Leishmania _spp. ,148,30,10.3,,,,,NA,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(de Padua et al., 2011)",,,Brazil,,,,,BRA,,,,,fish, smears ,,,Trypanosoma_spp.,Trypanosoma_spp.,10,3,30,,https://www.scielo.br/pdf/rbpv/v20n1/a19v20n1.pdf,,,NA,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Dia, 2006)",,,Burkina Faso,,,,,BFA,,,,,camels,serolo,,, Trypanosoma_evansi, Trypanosoma_evansi,67,30,46,,https://link.springer.com/article/10.1007%2Fs11250-006-4303-x,,,17405624,short communication,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Dayo et al., 2010)",,,Burkina Faso,,,,,BFA,,,,,cattle," buffy coat , BCT ",,,Trypanosoma_spp.,Trypanosoma_spp.,363,27,7.54,,https://www.sciencedirect.com/science/article/pii/S0034528809002653?via%3Dihub,,,NA,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Silbermayr et al., 2013)",,,Burkina Faso,,,,,BFA,,,,, cattle ," qPCR, PCR, ITS1 ",,,Trypanosoma_congolense,Trypanosoma_congolense,368,9,2.45,,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0002345,,,23967357,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Silbermayr et al., 2013)",,,Burkina Faso,,,,,BFA,,,,, cattle ," qPCR, PCR, ITS1 ",,,Trypanosoma_vivax,Trypanosoma_vivax,368,33,8.97,,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0002345,,,23967357,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Ngomtcho et al., 2017)",,,Cameroon,,,,,CMR,,,,,flies,PCR,,,Trypanosoma_spp.,Trypanosoma_spp.,240,96,40,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5747950/#!po=37.1795,,,NA,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,sys,,
,"(Ngomtcho et al., 2017)",,,Cameroon,,,,,CMR,,,,, cattle ,PCR,,,Trypanosoma_spp.,Trypanosoma_spp.,392,23,5.87,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5747950/#!po=37.1795,,,NA,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Votypka et al., 2018)",,,Cameroon,,,,,CMR,,,,,flies, PCR ,,,Trypanosomatids,Trypanosomatids,75,5,6.67,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6139395/,,,30225193,,7,Trypanosomatidae_spp.,Trypanosomatidae_spp.,insects,1,sys,,
,"(Tagueu et al., 2018)",,,Cameroon,,,,,CMR,,,,,flies,PCR,,,Trypanosoma_spp.,Trypanosoma_spp.,265,17,6.42,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6097038/,,,30117802,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,sys,,
,"(Tagueu et al., 2018)",,,Cameroon,,,,,CMR,,,,,flies,PCR,,,Trypanosoma_vivax,Trypanosoma_vivax,265,48,18.11,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6097038/,,,30117802,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,sys,,
,"(Tagueu et al., 2018)",,,Cameroon,,,,,CMR,,,,,flies,PCR,,,Trypanosoma_congolense,Trypanosoma_congolense,265,69,26.04,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6097038/,,,30117802,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,sys,,
,"(Hamad et al., 2015)",,,Cameroon,,,,,CMR,,,,,animals,PCR,,,Leishmania_major,Leishmania_major,91,12,13.19,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4342692/,,,25001460,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Yefi-Quinteros et al., 2018)",,,Chile,,,,,CHL,,,,, rodents , PCR ,,,Trypanosoma_cruzi,Trypanosoma_cruzi,79,59,74.6835443,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-018-2771-2,,,29530074,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Botto-Mahan et al., 2012)",,,Chile,,,,,CHL,,,,,rodents, PCR ,,,Trypanosoma_cruzi,Trypanosoma_cruzi,162,63,38.89,,https://www.sciencedirect.com/science/article/pii/S0001706X11003482,,,22192594,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Botto-Mahan et al., 2012)",,,Chile,,,,,CHL,,,,,truebugs, PCR ,,,Trypanosoma_cruzi,Trypanosoma_cruzi,460,170,37,,https://www.sciencedirect.com/science/article/pii/S0001706X15300310,,,26086950,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,sys,,
,"(Coronado et al., 2009)",,,Chile,,,,,CHL,,,,,truebugs," polymerase chain reaction, PCR ",,,Trypanosoma_cruzi,Trypanosoma_cruzi,227,132,58.14977974,,http://www.ajtmh.org/docserver/fulltext/14761645/81/4/656.pdf?expires=1607976781&id=id&accname=guest&checksum=3C0AF168504E274EE76DE7BCF91DA74B,,,19815882,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,sys,,
,"(Chen et al., 2019)",,,China,,,,,CHN,,,,,animals, NA ,,,Leishmania _spp. ,Leishmania _spp. ,15,7,46.66666667,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0210681,,,31022192,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Wang et al., 2011)",,,China,,,,,CHN,,,,,dogs," ELISA, PCR ",,,Leishmania_infantum,Leishmania_infantum,106,55,51.88679245,,,,,21554677,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Sun et al., 2012)",,,China,,,,,CHN,,,,,dogs ," ELISA, PCR ",,,Leishmania_spp.,Leishmania_spp.,86,19,22.09,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3395564/,,,22515334,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Zhao et al., 2016)",,,China,,,,,CHN,,,,,dogs," ELISA, PCR ",,,Leishmania _spp. ,Leishmania _spp. ,105,30,28.57142857,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5266363/,,,28095666,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Zhang et al., 2016)",,,China,,,,,CHN,,,,,animals, ITS1 ,,,Leishmania _spp. ,Leishmania _spp. ,82,53,64.63414634,,https://www.sciencedirect.com/science/article/pii/S0001706X16301814?via%3Dihub,,,27338182,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Cai et al., 2019)",,,China,,,,,CHN,,,,,bats,PCR,,,Trypanosoma_spp.,Trypanosoma_spp.,227,14,6.2,,,,,31348896,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Rodriguez & Matta, 2001)",,,Colombia,,,,,COL,,,,,birds, NA ,,,Trypanosoma_spp.,Trypanosoma_spp.,315,3,0.952380952,,https://www.scielo.br/pdf/mioc/v96n8/26v98n8.pdf,,,11784943,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Hern and ez et al., 2016)",,,Colombia,,,,,COL,,,,,truebugs,qPCR,,,Trypanosoma_cruzi,Trypanosoma_cruzi,245,150,61.22,,https://www.researchgate.net/publication/311244489_Untangling_the_transmission_dynamics_of_primary_and_secondary_vectors_of_Trypanosoma_cruzi_in_Colombia_Parasite_infection_feeding_sources_and_discrete_typing_units,,,27903288,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,sys,,
,"(Santaella et al., 2011)",,,Colombia,,,,,COL,,,,,dogs," enzyme-linked immunosorbent assay, polymerase chain reaction ",,,Leishmania_guyanensis,Leishmania_guyanensis,279,2,2.2,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3083732/,,,21540374,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Valkiunas et al., 2004)",,,Costa Rica,,,,,CRI,,,,,birds, NA ,,,Trypanosoma_spp.,Trypanosoma_spp.,354,7.08,2,,https://watermark.silverchair.com/0090-3558-40_3_555.pdf?token=AQECAHi208BE49Ooan9kkhW_Ercy7Dm3ZL_9Cf3qfKAc485ysgAAArowggK2BgkqhkiG9w0BBwagggKnMIICowIBADCCApwGCSqGSIb3DQEHATAeBglghkgBZQMEAS4wEQQMgtmkoUBepwkurRFhAgEQgIICbbvEWwWaQQSesQyGjnP2vdaHotRCSud9euVTmG0hMEgjH3E4Lr5mQLMEj3suOoO0Ah41HozbDeKbjGWXvYJLOZWKE9X3RWM9fQz20JUgrA4uzn5i25Uckzc1ppsb6JiUQ-JLyeIdGStx3sL4-283cnxkSerMP38LQKpUCbtsSX4BI5cbZQ1BsG2cJsmyEUD5VoEDgxNiwQu3BkBGPrcsIRr2UemErhlPDDU2tFjffk7k6OZJQxbILLP02llXPVWDuvgRGu6MTa2NatNewb5NV8MlNJCKe8m6QtQ_M73FqKzlHoK7v5_MSIWTrmJjNl1ikRZeQxZL40DwmyRAlqw8Xm0uGmN9Uwi-bRmH4tC8uP4cDnzbrR-qd3lneG7ry3r-veh9iIPkK0invThEMC46fagfxR93G7dV1m4GI0qGLKcnbfFlQpf_Tu2emlYiWBy2cyc7iWw37mzLNREf4e1iSC-GsrdQ7Ni761oHHgDKFcLqijFsBxIrlfQeEr37lu-0nc1inQKE9S-OiCgCyfgxcI3vUVVm7yRVQNhYLmLC92GeHrhWrZi8m-mCtU7xGWY2CRm0LF9scJiIEPdght8Re-P5JjOUMk1z6-EoAwWq8_-5Bfk40OJJ7g1EiW66O49JjVHqL7lAiq31XSWad4_YnJfYXMedjBj1rXEnWXkEKtM74_RR7sSkJUZxeP325KSqhbyhKwj6iCDSVTrc2m-mi7NJfPyqrwyNpG238LgnrNqU8eIh202YYJDfAIRg47zhq7aNwBwpuZ8HS6ZOcQtt4tyZa8tCYOFVPU0aG8ecOuR1B7qj-8kuo27uNCdAqw,,,15465725,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Montenegro et al., 2002)",,,Costa Rica,,,,,CRI,,,,,dogs," ELISA, xenodiagnosis ",,,Trypanosoma_cruzi,Trypanosoma_cruzi,54,15,27.77777778,,https://www.scielo.br/pdf/mioc/v97n4/4453.pdf,,,12118277,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Zivicnjak et al., 2005)",,,Croatia,,,,,HRV,,,,,dogs, ELISA ,,,Leishmania _spp. ,Leishmania _spp. ,306,46,15.03267974,,https://www.sciencedirect.com/science/article/pii/S030440170500213X?via%3Dihub,,,15946800,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Zivicnjak et al., 2011)",,,Croatia,,,,,HRV,,,,,dogs,serological ,,,Leishmania_spp.,Leishmania_spp.,74,20,27.03,,https://www.researchgate.net/publication/235706361_Serological_and_entomological_studies_of_canine_leishmaniosis_in_Croatia,,,NA,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Lopes et al., 2014)",,,Brazil,,,,,BRA,,,,,dogs,ELISA,,,Leishmania_spp.,Leishmania_spp.,345,189,54.7,,https://www.scielo.br/pdf/rsbmt/v47n6/0037-8682-rsbmt-47-06-791.pdf,,,25626662,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Attipa et al., 2017)",,,Cyprus,,,,,CYP,,,,,cats,qPCR and PCR,,,Leishmania_infantum,Leishmania_infantum,174,4,2.3,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5346881/,,,28285597,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(T√∂z et al., 2013)",,,Cyprus,,,,,CYP,,,,,dogs,PCR,,,Leishmania_spp.,Leishmania_spp.,83,3,3.61,,https://pubmed.ncbi.nlm.nih.gov/23955908/,,,NA,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Wong et al., 2016)",,,Ecuador,,,,,ECU,,,,,truebugs,microscopic screening,,,Trypanosoma_cruzi,Trypanosoma_cruzi,100,54,54,,https://www.sciencedirect.com/science/article/pii/S1567134816301277,,,27079265,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,sys,,
,"(Pinto et al., 2006)",,,Ecuador,,,,,ECU,,,,, rodents ," polymerase chain reaction, microscopy, PCR ",,,Trypanosoma_cruzi,Trypanosoma_cruzi,194,15,7.731958763,,https://www.researchgate.net/publication/6500337_Infection_by_trypanosomes_in_marsupials_and_rodents_associated_with_human_dwellings_in_Ecuador,,,17304802,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Pinto et al., 2015)",,,Ecuador,,,,,ECU,,,,, bats," microscopy, PCR ",,,Trypanosoma_cruzi,Trypanosoma_cruzi,74,27,36.49,,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0139999&type=printable,,,26465748,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Pinto et al., 2015)",,,Ecuador,,,,,ECU,,,,, bats," microscopy, PCR ",,,Trypanosoma_rangeli,Trypanosoma_rangeli,74,1,1.35,,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0139999&type=printable,,,26465748,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Cuba et al., 2002)",,,Peru,,,,,PER,,,,,truebugs, NA ,,,Trypanosoma_spp.,Trypanosoma_spp.,257,10.28,4,,https://pubmed.ncbi.nlm.nih.gov/12016438/,,,12016438,,1,Trypanosoma_spp.,insects,insects,1,sys,,
,"(Amer et al., 2011)",,,Egypt,,,,,EGY,,,,,camels,PCR (ITS1 and ITS2),,, Trypanosoma_evansi, Trypanosoma_evansi,84,4,4.7,,https://www.sciencedirect.com/science/article/pii/S0001706X10002445?via%3Dihub,,,20887705,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Fereig et al., 2017)",,,Egypt,,,,,EGY,,,,,animals, enzyme-linked immunosorbent assay ,,,Trypanosoma_evansi,Trypanosoma_evansi,301,100,33.22,,https://pubmed.ncbi.nlm.nih.gov/27789159/,,,27789159,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Elhaig & Sallam, 2018)",,,Italy,,,,,ITA,,,,,animals, PCR ,,, Trypanosoma_evansi, Trypanosoma_evansi,110,46,41.65,,https://www.sciencedirect.com/science/article/pii/S0882401018307071,,,30016680,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(nan et al., 2013)",,,Egypt,,,,,EGY,,,,,camels,avarage three PCR,,, Trypanosoma_evansi, Trypanosoma_evansi,100,24,24,,https://www.sciencedirect.com/science/article/pii/S0304401713004512?via%3Dihub,,,24029715,reported in range/not clear reporting ,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys,,
,"(Sobrino et al., 2008)",,,Spain,,,,,ESP,,,,,animals," PCR-RFLP, PCR-RFLP , western blot, western blotting, PCR ",,,Leishmania_infantum,Leishmania_infantum,216,35,16.12,,https://www.sciencedirect.com/science/article/pii/S0304401708002422?via%3Dihub,,,18579311,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys,,
