year,study_ID,Column1,year_of_collection ,continent ,country,latitude,longitude,hs1,hs,IS03,Order,host_species1,host_species,host1,host,dm,dignostic_method,genus,Tryp_species1,Tryp_species2,total,cases,all_prevelence_,ID,infected,not_infected,p,WM,settings,study_type,notes,all_type,all_type2,md,insec1,insec,sm
,"(Silva et al., 2014)",cited,,,Brazil,,,,,BRA,,,,animals,animals,sero, ELISA ,9,Leishmania_infantum,Leishmania_infantum,153,6,3.921568627,,https://www.scielo.br/pdf/rsbmt/v47n1/0037-8682-rsbmt-00-14-04.pdf,,,24603746,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2018,"(Silva et al., 2018)",cited,NA,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero, ELISA ,9,Leishmania_infantum,Leishmania_infantum,411,53,12.9,30304279,53,358,0.129,,,cross_sectional ,just one  test,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
,"(Simo et al., 2012)",cited,,, Republic of Congo,,,,,COD,,,,,flies,mol,PCR,1,Trypanosoma_congolense,Trypanosoma_congolense,296,43,14.53,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/1756-3305-5-201,,,22992486,,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,sys
,"(Simo et al., 2012)",cited,,, Republic of Congo,,,,,COD,,,,,flies,mol,PCR,1,Trypanosoma_brucei,Trypanosoma_brucei,296,24,8.11,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/1756-3305-5-201,,,22992486,,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,sys
,"(Simo et al., 2012)",cited,,, Republic of Congo,,,,,COD,,,,,flies,mol,PCR,1,Trypanosoma_vivax,Trypanosoma_vivax,296,1,0.34,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/1756-3305-5-201,,,22992486,,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,sys
2013,"(Simo et al., 2013)",cited,,Africa,Cameroon ,,,,,CMR,,,dogs,dogs,dogs,mol,PCR,1,Trypanosoma_congolense,Trypanosoma_congolense_forest,20,3,15,K8,3,17,0.15,,,cross_sectional ,,2,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Simo et al., 2013)",cited,,Africa,Cameroon ,,,,,CMR,,,goats,goats,goats,mol,PCR,1,Trypanosoma_congolense,Trypanosoma_congolense_forest,87,22,25.29,K8,22,65,0.2529,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Simo et al., 2013)",cited,,Africa,Cameroon ,,,,,CMR,,,Sheep ,Sheep,Sheep,mol,PCR,1,Trypanosoma_congolense,Trypanosoma_congolense_forest,65,20,30.77,K8,20,45,0.3077,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Simo et al., 2013)",cited,,Africa,Cameroon ,,,,,CMR,,,Sheep ,Sheep,Sheep,mol,PCR,1,Trypanosoma_congolense,Trypanosoma_congolense_savannah,65,23,35.38,K8,23,42,0.3538,,domestic,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Simo et al., 2013)",cited,,Africa,Cameroon ,,,,,CMR,,,pigs,pigs,pigs,mol,PCR,1,Trypanosoma_congolense,Trypanosoma_congolense_forest,225,118,52.44,K8,118,107,0.5244,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Simo et al., 2013)",cited,,Africa,Cameroon ,,,,,CMR,,,goats,goats,goats,mol,PCR,1,Trypanosoma_congolense,Trypanosoma_congolense_savannah,87,58,66.67,K8,58,29,0.6667,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Simo et al., 2014)",ny,2006-2007,Africa,Cameroon,03°50’N,11°35’E,1,1,CMR,Diptera,Glossina palpalis palpalis ,Glossina palpalis palpalis ,flies,flies,mol,PCR,1,Trypanosoma_brucei,Trypanosoma_brucei,1596,75,4.7,24690359,75,1521,0.047,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2014,"(Simo et al., 2014A)",ny,,Africa,Cameroon,03°50’N,11°35’E,1,1,CMR,Diptera,Glossina palpalis palpalis ,Glossina palpalis palpalis ,flies,flies,mol, PCR ,1,Trypanosoma_congolense,Trypanosoma_congolense_forest,1903,242,12.7,25142136,242,1661,0.127,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
2007,"(Simukoko et al., 2007)",cited,2003,africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,1,Trypanosoma_vivax,Trypanosoma_vivax,734,18,2.4,17493757,18,716,0.024,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2007,"(Simukoko et al., 2007)",cited,2003,Africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Artiodactyla,Capra hircus,Capra hircus,goats,goats,mol,PCR,1,Trypanosoma_congolense,Trypanosoma_congolense,333,11,3.3,17493757,11,322,0.033,,,cross_sectional ,only 4% (3/69) represent monoxenous trypanoso and short coomunication ,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2007,"(Simukoko et al., 2007)",cited,2003,africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Artiodactyla,Sus domesticus ,Sus domesticus ,pigs,pigs,mol,PCR,1,Trypanosoma_congolense,Trypanosoma_congolense,324,21,6.5,17493757,21,303,0.065,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2007,"(Simukoko et al., 2007)",cited,2003,africa,Zambia,15°28’S,28°16’E,1,1,ZMB,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,1,Trypanosoma_congolense,Trypanosoma_congolense,734,224,30.5,17493757,224,510,0.305,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2017,"(Simwango et al., 2017)",cited,2015-2016,Africa,Tanzania,6.3690° S,34.8888° E,3,3,TZA,Diptera,,Tsetse fly,flies,flies,mol," nested PCR, PCR, ITS1 ",1,Trypanosoma_spp.,Trypanosoma_spp.,886,30,3.4,29061160,30,856,0.034,,,cross_sectional ,sample size,1,Trypanosoma_spp.,dixenous_spp.,insects,1,meta
,"(Singh et al., 2004)",cited,,,India,,,,,IND,,,,camels,camels,mol,PCR,1,Trypanosoma_evansi,Trypanosoma_evansi,217,37,17.05,,https://www.sciencedirect.com/science/article/pii/S0304401704003668?via%3Dihub,,,15567041,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
2017,"(Singh et al., 2017)",cited,2013-2014,Asia,India,28°37’N,77°13’E,1,1,IND,Artiodactyla,Bubalus bubalis,Bubalus bubalis,buffaloes,buffaloes,sero,TE-LAT,1,Trypanosoma_evansi,Trypanosoma_evansi,890,463,18.6,22,463,427,0.186,,,cross_sectional ,among suspected,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
,"(Singla et al., 2017)",cited,,,"Guinea, India",,,,,"GIN, IND",,,,animals,animals,mol," nested PCR, card agglutination test , CATT, polymerase chain reaction, PCR ",1,Trypanosoma_evansi,Trypanosoma_evansi,35,2,5.7,,https://www.researchgate.net/publication/312928541_Conventional_and_molecular_diagnosis_of_haemo-protozoan_infectionsin_cattle_and_equids_from_Republic_of_Guinea_and_India,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Singla et al., 2017)",cited,,,"Morocco, Spain",,,,,"MAR, ESP",,,,animals,animals,mol, PCR ,9,Leishmania_infantum,Leishmania_infantum,202,64.64,32,,,,,30056986,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2006,"(Sinshaw et al., 2006)",cited,NA,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,micro,"agreement ( buffy coat , microscope , and PCV)",1,Trypanosoma_vivax,Trypanosoma_vivax,3104,94,3,16890359,94,3010,0.03,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
,"(Sobrino et al., 2008)",cited,,,Spain,,,,,ESP,,,,animals,animals,mol," PCR-RFLP, PCR-RFLP , western blot, western blotting, PCR ",9,Leishmania_infantum,Leishmania_infantum,216,35,16.12,,https://www.sciencedirect.com/science/article/pii/S0304401708002422?via%3Dihub,,,18579311,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Solano-Gallego et al., 2001)",cited,,Europe,Spain,,,,,ESP,,,,dogs,dogs,mol, PCR ,9,Leishmania_infantum,Leishmania_infantum,100,32,32,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC87775/#!po=36.6667,,,NA,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Solano-Gallego et al., 2006)",cited,,Europe,Spain,,,,,ESP,,,,dogs,dogs,sero, IFA ,9,Leishmania_infantum,Leishmania_infantum,229,62,27.07423581,,https://www.researchgate.net/publication/7303110_A_serological_study_of_exposure_to_arthropod_pathogens_in_dogs_from_northeastern_Spain,,,16472522,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
,"(Solano-Gallego et al., 2012)",cited,,,Italy,,,,,ITA,,,,,flies,mol,PCR,9,Leishmania_infantum,Leishmania_infantum,58,13,22.41,,https://parasitesandvectors.biomedcentral.com/articles/10.1186/1756-3305-5-98,,,22613502,,,,2,Leishmania_spp.,dixenous_spp.,insects,1,sys
2011,"(Sousa et al., 2011)",cited,2008 and 2009,Europe,Portugal,38°42’N,09°10’W,1,1,PRT,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero,DAT,9,Leishmania_infantum,Leishmania_infantum,654,139,21.3,21741348,139,515,0.213,,,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
,"(Spada et al., 2016)",cited,,Europe,Italy,,,,,ITA,,,,cats,cats,mol,rPCR,9,Leishmania_infantum,Leishmania_infantum,90,1,1.111111111,,https://pubmed.ncbi.nlm.nih.gov/27012922/,,,27012922,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2008,"(Specht, 2008)",cited,2002-2005,Africa,Mozambique,25°58’S,32°32’E,1,1,MOZ,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,sero,"Agreement(PCV, smears)",1,Trypanosoma_brucei,Trypanosoma_brucei,16895,677,4,18575067,677,16218,0.04,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2008,"(Specht, 2008)",cited,2002-2005,Africa,Mozambique,25°58’S,32°32’E,1,1,MOZ,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,sero,"Agreement(PCV, smears)",1,Trypanosoma_vivax,Trypanosoma_vivax,16895,1188,7,18575067,1188,15707,0.07,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2008,"(Specht, 2008)",cited,2002-2005,Africa,Mozambique,25°58’S,32°32’E,1,1,MOZ,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,sero,"Agreement(PCV, smears)",1,Trypanosoma_congolense,Trypanosoma_congolense,16895,1548,9.1,18575067,1548,15347,0.091,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2017,"(Suh et al., 2017)",cited,,Africa,Cameroon,,,,,CMR,,,,cattle,cattle,micro, BCT ,1,Trypanosoma_vivax,Trypanosoma_vivax,635,4,0.62992126,https://www.researchgate.net/publication/320842169_Bovine_trypanosomiasis_in_tsetse-free_pastoral_zone_of_the_Far-North_region_Cameroon#fullTextFileContent,4,631,0.62992126,,,cross_sectional ,suspects,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
,"(Sumbria et al., 2014)",cited,,,India,,,,,IND,,,,equids,equids,mol,PCR,1,Trypanosoma_evansi,Trypanosoma_evansi,169,3,1.775147929,,https://www.researchgate.net/publication/323529044_Antibody_occurrence_of_Anti-Toxoplasma_gondii_Leishmania_sp_and_Ehrlichia_canis_in_dogs_in_Bahia_State,,,24931285,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Sumbria et al., 2017)",cited,,,India,,,,,IND,,,,equids,equids,sero," enzyme-linked immunosorbent assay, ELISA, card agglutination test , CATT ",1,Trypanosoma_evansi,Trypanosoma_evansi,319,9,2.821316614,,https://doc.oie.int/seam/resource/directMedia/7xyZadmqoKGmKiYubac1zOt2UhDE537p;jsessionid=319c435065672a58f3acff0a6887?binaryFileId=16125&cid=2841,,,30160686,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Sun et al., 2012)",cited,,,China,,,,,CHN,,,,dogs,dogs,mol,PCR,9,Leishmania_spp.,Leishmania_spp.,86,19,22.09,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3395564/,,,22515334,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2015,"(Svobodova et al., 2015)",cited,1998 and 2002,Asia,India,28°37’N,77°13’E,1,2,IND,Diptera,Culex pipiens,"Cx. Pipiens, Cx. Modestus, S. angustipes, S. vernum, O. avicularia.",flies,flies,micro,"microscopic	examination",,Trypanosomatidae_spp.,Trypanosomatidae_spp.,3270,299,9.2,26211924,299,2971,0.092,,,cross_sectional ,"Trypanosoma corvi/culicavium, Trypanosoma culicavium, Trypanosoma avium,  Crithidia brevicula.",7,Trypanosomatidae_spp.,Trypanosomatidae_spp.,insects,1,meta
,"(Szpeiter et al., 2017)",cited,,,Brazil,,,,,BRA,,,,bats,bats,micro,homoculture and ,1,Trypanosoma_spp.,Trypanosoma_spp.,111,10,9,,https://www.scielo.br/pdf/rbpv/v26n2/1984-2961-rbpv-26-2-152.pdf,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Tadesse & Tsegaye, 2010)",cited,,,Ethiopia,,,,,ETH,,,,cattle,cattle,micro,buffy microscopy ,1,Trypanosoma_brucei,Trypanosoma_brucei,250,1,0.4,,https://link.springer.com/article/10.1007%2Fs11250-010-9632-0,,,20577803,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Tadesse & Tsegaye, 2010)",cited,,,Ethiopia,,,,,ETH,,,,cattle,cattle,micro,buffy microscopy ,1,Trypanosoma_congolense,Trypanosoma_congolense,250,4,1.6,,https://link.springer.com/article/10.1007%2Fs11250-010-9632-0,,,20577803,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Tadesse & Tsegaye, 2010)",cited,,,Ethiopia,,,,,ETH,,,,cattle,cattle,micro,buffy microscopy ,1,Trypanosoma_vivax,Trypanosoma_vivax,250,2,0.8,,https://link.springer.com/article/10.1007%2Fs11250-010-9632-0,,,20577803,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Tafese et al., 2012)",cited,,,Ethiopia,,,,,ETH,,,,cattle,cattle,micro, buffy coat  ,1,Trypanosoma_congolense,Trypanosoma_congolense,386,28.197,7.3,,https://ojvr.org/index.php/ojvr/article/view/385/435,,,23327311,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Tafese et al., 2012)",cited,,,Ethiopia,,,,,ETH,,,,cattle,cattle,micro, buffy coat  ,1,Trypanosoma_vivax,Trypanosoma_vivax,386,10.608,2.75,,https://ojvr.org/index.php/ojvr/article/view/385/435,,,23327311,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Tagueu et al., 2018)",cited,,,Cameroon,,,,,CMR,,,,,flies,mol,PCR,1,Trypanosoma_spp.,Trypanosoma_spp.,265,17,6.42,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6097038/,,,30117802,,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,sys
,"(Tagueu et al., 2018)",cited,,,Cameroon,,,,,CMR,,,,,flies,mol,PCR,1,Trypanosoma_vivax,Trypanosoma_vivax,265,48,18.11,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6097038/,,,30117802,,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,sys
,"(Tagueu et al., 2018)",cited,,,Cameroon,,,,,CMR,,,,,flies,mol,PCR,1,Trypanosoma_congolense,Trypanosoma_congolense,265,69,26.04,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6097038/,,,30117802,,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,sys
2013,"(Takeet et al., 2013)",cited,NA,Africa,Nigeria,09°05’N,07°32’E,1,1,NGA,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,1,Trypanosoma_brucei,Trypanosoma_brucei,411,7,1.7,23245680,7,404,0.017,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Takeet et al., 2013)",cited,NA,Africa,Nigeria,09°05’N,07°32’E,1,1,NGA,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,1,Trypanosoma_vivax,Trypanosoma_vivax,411,54,13.1,23245680,54,357,0.131,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Takeet et al., 2013)",cited,NA,Africa,Nigeria,09°05’N,07°32’E,1,1,NGA,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,mol,PCR,1,Trypanosoma_congolense,Trypanosoma_congolense_savannah,411,144,35,23245680,144,267,0.35,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
,"(Tamay-Segovia et al., 2017)",cited,,,Mexico,,,,,MEX,,,,animals,animals,sero, ELISA,5,Trypanosoma_cruzi,Trypanosoma_cruzi,25,13,52,,https://scielo.conicyt.cl/pdf/australjvs/v49n1/0719-8132-australjvs-49-01-00035.pdf,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
,"(Tamay-Segovia et al., 2017)",cited,,,Mexico,,,,,MEX,,,,,truebugs,mol, PCR ,5,Trypanosoma_cruzi,Trypanosoma_cruzi,36,15,41.67,,https://scielo.conicyt.cl/pdf/australjvs/v49n1/0719-8132-australjvs-49-01-00035.pdf,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,insects,1,sys
,"(Tanczos et al., 2012)",cited,,,Hungary,,,,,HUN,,,,dogs,dogs,mol,PCR ,9,Leishmania_infantum,Leishmania_infantum,20,1,5,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3398396/,,,22607079,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2012,"(Tasew & Duguma, 2012)",cited,NA,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,micro,"agreement( buffy coat , microscopic, PCV)",1,Trypanosoma_vivax,Trypanosoma_vivax,1132,12,1.1,5,12,1120,0.011,,,cross_sectional ,"agreement( buffy coat , microscopic)",1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2012,"(Tasew & Duguma, 2012)",cited,NA,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,micro,"agreement( buffy coat , microscopic, PCV)",1,Trypanosoma_congolense,Trypanosoma_congolense,1132,82,7.2,5,82,1050,0.072,,,cross_sectional ,"agreement( buffy coat , microscopic)",1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2017,"(Tatard et al., 2017)",cited,2009-2013,Africa,"Nigeria, Niger",09°05’N,07°32’E,1,2,"NGA, NER",Rodentia,Arvicanthis niloticus,"Arvicanthis niloticus, Cricetomys gambianus, Mastomys erythroleucus, Mastomys natalensis, Mus Nannomys haussa, Mus musculus, Praomys daltoni, Taterillus spp., Rattus norvegicus, Rattus rattus.",rodents,rodents,mol," qPCR, PCR ",1,Trypanosoma_spp.,Trypanosoma_spp.,1298,189,14.6,28373037,189,1109,0.146,,,cross_sectional ,"Trypanosoma lewisi , Trypanosoma microti.",1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Tehseen et al., 2015)",cited,2012-2013,Asia,Pakistan,33°40’N,73°10’E,1,1,PAK,Artiodactyla,Camelus dromedarius ,Camelus dromedarius ,camels,camels,mol,PCR,1,Trypanosoma_evansi,Trypanosoma_evansi,1005,307,30.5,26259616,307,698,0.305,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Tehseen et al., 2015)",cited,2012-2013,Asia,Pakistan,33°40’N,73°10’E,1,1,PAK,Artiodactyla,Camelus dromedarius ,Camelus dromedarius ,camels,camels,mol,PCR,1,Trypanozoon,Trypanozoon,1005,321,31.9,26259616,321,684,0.319,,,cross_sectional ,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
,"(Tehseen et al., 2017)",cited,,,Pakistan,,,,,PAK,,,,animals,animals,mol,PCR,1,Trypanosoma_evansi,Trypanosoma_evansi,375,5,1.3,,https://www.researchgate.net/publication/306358698_Field_investigation_of_Trypanosoma_evansi_and_comparative_analysis_of_diagnostic_tests_in_horses_from_Bahawalpur_Pakistan,,,NA,,,,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,sys
2016,"(Teles et al., 2016)",cited,2009-2010,South America,"Bolivia, Brazil, Peru",16°20’S,68°10’W,2,2,PER,Diptera,Lutzomyia davisi,Lutzomyia davisi,flies,flies,mol,PCR,9,Leishmania_spp.,Leishmania_spp.,853,10,1,37,10,843,0.01,,,cross_sectional ,"Leishmania_guyanensis,_Leishmania_braziliensis_",2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2016,"(Teles et al., 2016)",cited,2009-2010,South America,"Bolivia, Brazil, Peru",16°20’S,68°10’W,2,2,PER,Diptera,Lutzomyia auraensis/Lu. ruifreitasi ,Lutzomyia auraensis/Lu. ruifreitasi ,flies,flies,mol,PCR,9,Leishmania_braziliensis,Leishmania_braziliensis,1026,18,2,37,18,1008,0.02,,sylvatic ,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2016,"(Teles et al., 2016)",cited,2009-2010,South America,"Bolivia, Brazil, Peru",16°20’S,68°10’W,2,2,PER,Diptera,Lutzomyia auraensis/Lu. ruifreitasi ,Lutzomyia auraensis/Lu. ruifreitasi ,flies,flies,mol,PCR,9,Leishmania_guyanensis,Leishmania_guyanensis,1026,53,5,37,53,973,0.05,,,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2016,"(Teles et al., 2016)",cited,2009-2010,South America,"Bolivia, Brazil, Peru",16°20’S,68°10’W,2,2,PER,Diptera,Lutzomyia davisi,Lutzomyia davisi,flies,flies,mol,PCR,9,Leishmania_guyanensis,Leishmania_guyanensis,853,58,6.8,37,58,795,0.068,,,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2016,"(Teles et al., 2016)",cited,2009-2010,South America,"Bolivia, Brazil, Peru",16°20’S,68°10’W,2,2,PER,Diptera,Lutzomyia auraensis/Lu. ruifreitasi ,Lutzomyia auraensis/Lu. ruifreitasi ,flies,flies,mol,PCR,9,Leishmania_spp.,Leishmania_spp.,1026,71,7,37,71,955,0.07,,,cross_sectional ,"Leishmania_guyanensis,_Leishmania_braziliensis_",2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2015,"(Terefe et al., 2015)",cited,NA,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,micro,"Agreement(PCV, smears buffy coat)",1,Trypanosoma_brucei,Trypanosoma_brucei,409,1,0.24,25510298,1,408,0.0024,,,cross_sectional ,"Agreement(PCV, smears)",1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Terefe et al., 2015)",cited,NA,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,micro,"Agreement(PCV, smears buffy coat)",1,Trypanosoma_vivax,Trypanosoma_vivax,409,10,2.44,25510298,10,399,0.0244,,,longitudinal,"Agreement(PCV, smears)",1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2015,"(Terefe et al., 2015)",cited,NA,Africa,Ethiopia,09°02’N,38°42’E,1,1,ETH,Artiodactyla,Bos taurus ,Bos taurus.,cattle,cattle,micro,"Agreement(PCV, smears buffy coat)",1,Trypanosoma_congolense,Trypanosoma_congolense,409,13,3.2,25510298,13,396,0.032,,,longitudinal,"Agreement(PCV, smears)",1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2013,"(Thies et al., 2013)",cited,2011-2012,South America[change | change source],Brazil,15°47’S,47°55’W,1,1,BRA,Diptera,Lutzomyia ubiquitalis,L. ubiquitalis,flies,flies,mol,PCR,9,Leishmania_spp.,Leishmania_spp.,128,1,0.88,64,1,127,0.0088,,,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2013,"(Thies et al., 2013)",cited,2011-2012,South America[change | change source],Brazil,15°47’S,47°55’W,1,1,BRA,Diptera,Lutzomyia antunesi ,L. antunesi ,flies,flies,mol,PCR,9,Leishmania_spp.,Leishmania_spp.,1568,105,6.67,64,105,1463,0.0667,,,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2012,"(Tognazzo et al., 2012)",cited,2008-2010,Europe,Switzerland,46°57’N,07°28’E,1,1,CHE,Hymenopterans,Bombus_spp.,bumblebee spp.,bees (mono),bees,micro,"microscopic	examination",Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,1691,306,18.1,23145099,306,1385,0.181,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2012,"(Tognazzo et al., 2012)",cited,2008-2010,Europe,Switzerland,,,1,1,CH,Hymenopterans,Bombus_spp. ,Bombus spp. ,bees (mono),bees,micro,"microscopic	examination",Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,1691,306,18.1,m5,306,1385,0.181,W,,cross_sectional ,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2012,"(Tiwary et al., 2012)",correct please,2009,Asia,India,28°37’N,77°13’E,1,1,IND,Diptera,Phlebotomus argentipes ,P. argentipes ,flies,flies,mol, PCR ,9,Leishmania_donovani,Leishmania_donovani,449,73,16.3,15,73,376,0.163,,houses ,cross_sectional ,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
,"(Tomas-Perez et al., 2014)",cited,,Africa,Algeria,,,,,DZA,,,,animals,animals,mol,PCR,9,Leishmania_major,Leishmania_major,24,3,12.5,,https://www.sciencedirect.com/science/article/pii/S0001706X14001016?via%3Dihub,,,24699087,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
2011,"(Tome et al., 2011)",ny,2009,South America,Brazil,15°47’S,47°55’W,1,1,BRA,Carnivora,Canis lupus familiaris,Canis lupus familiaris,dogs,dogs,sero, indirect immunofluorescence reaction (IIR),5,Trypanosoma_cruzi,Trypanosoma_cruzi,689,3,0.4,21439235,3,686,0.004,,,cross_sectional ,short research note,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
,"(Tonelli et al., 2017)",cited,,,Brazil,,,,,BRA,,,,animals,animals,mol, PCR ,9,Leishmania_spp.,Leishmania_spp.,55,5,9.090909091,,https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0190315,,,29284049,,,,2,Leishmania_spp.,dixenous_spp.,none_insects,2,sys
