year,study_ID,year_of_collection ,continent ,country,latitude,longitude,sociality,life expectency,IS03,Order,host_species2,host_species12,host_species,host1,host,dm,dignostic_method,genus1,genus2,genus,Tryp_species,Tryp_species12,Tryp_species2,total,cases,all_prevelence_,ID,infected,not_infected,p,WM,settings,study_type,Column1,notes,all_type,all_type2,md,insec1,insec,sm
2012,"(Goulson et al., 2012)",2010,Europe,Scotland,,,1,1,GBR,Hymenopterans,terrestris,Bombus_terrestris,B. terrestris ,bees (mono),bees,micro,"microscopic	examination",Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,201,107,53.2,m10,107,94,0.532,W,,cross_sectional ,,worker bees,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2012,"(Goulson et al., 2012)",2010,Europe,Scotland,,,1,1,GBR,Hymenopterans,pascuorum,Bombus_pascuorum,B. pascuorum,bees (mono),bees,micro,"microscopic	examination",Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,203,60,29.6,m10,60,143,0.296,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2017,"(Saghafipour et al., 2017)",2015,Asia,Iran,35°44’N,51°30’E,1,1,IRN,Diptera,,Phlebotomus papatasi ,P. papatasi ,flies,flies,mol,PCR,,,9,Leishmania_major,Leishmania_major,Leishmania_major,300,6,2,m11,6,294,0.02,,,cross_sectional ,,,2,Leishmania_spp.,dixenous_spp.,insects,1,meta
2017,"(Saghafipour et al., 2017)",2015,Asia,Iran,35°44’N,51°30’E,1,1,IRN,Rodentia,,Meriones libycus ,Meriones libycus ,rodents,rodents,mol,PCR,,,9,Leishmania_major,Leishmania_major,Leishmania_major,62,2,32.3,m11,2,60,0.323,,,cross_sectional ,,added by citations ,2,Leishmania_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Martinez-Hern and ez et al., 2014)",2009-2013,North America,Mexico,19°20’N,99°10’W,1,1,MEX,Chordata,,Nasua narica,Nasua narica,animals,animals,mol,PCR,,,4,Trypanosoma_cruzi,Trypanosoma_cruzi,Trypanosoma_cruzi,210,19,9,m12,19,191,0.09,,,cross_sectional ,,worker bees,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2014,"(Martinez-Hern and ez et al., 2014)",2009-2013,North America,Mexico,19°20’N,99°10’W,1,1,MEX,Carnivora,,Procyon lotor ,Procyon lotor ,raccoons,raccoons,mol,PCR,,,4,Trypanosoma_cruzi,Trypanosoma_cruzi,Trypanosoma_cruzi,109,29,26.6,m12,29,80,0.266,,,cross_sectional ,,added by citations ,1,Trypanosoma_spp.,dixenous_spp.,none_insects,2,meta
2019,"(Votypka et al., 2019)",,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Diptera,,Niesthrea vincentii ,Niesthrea vincentii ,truebugs (mono),truebugs,mol,PCR,,,‘jaculum’_spp.,‘jaculum’_spp.,‘jaculum’_spp.,‘jaculum’_spp.,11,2,18.18,m13,2,9,0.1818,,sylvatic ,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2019,"(Votypka et al., 2019)",,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Diptera,,Dysdercus modestus ,Dysdercus modestus ,truebugs (mono),truebugs,mol,PCR,,,Leptomonas_spp.,Leptomonas_spp.,Leptomonas_spp.,Leptomonas_pyrrhocoris,16,13,81,m13,8,8,0.5,,sylvatic ,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2019,"(Votypka et al., 2019)",,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Diptera,,Catorhintha guttula,Catorhintha guttula ,truebugs (mono),truebugs,mol,PCR,,,‘jaculum’_spp.,‘jaculum’_spp.,‘jaculum’_spp.,‘jaculum’_spp.,18,12,67,m13,12,6,0.67,,sylvatic ,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2019,"(Votypka et al., 2019)",,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Heteroptera,,Neomegalotomus parvus ,Neomegalotomus parvus ,flies,flies,mol,PCR,,,Herpetomonas_spp.,Herpetomonas_spp. ,Herpetomonas_spp. ,Herpetomonas_spp. ,25,1,4,m13,10,27,0.2703,,sylvatic ,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2019,"(Votypka et al., 2019)",,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Diptera,,Mecidea longula ,Mecidea longula ,truebugs (mono),truebugs,mol,PCR,,,Blastocrithidia_spp.,Blastocrithidia_spp.,Blastocrithidia_spp.,Blastocrithidia_spp.,33,3,9.09,m13,3,30,0.0909,,sylvatic ,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2019,"(Votypka et al., 2019)",,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Diptera,,Neomegalotomus parvus ,Neomegalotomus parvus ,truebugs (mono),truebugs,mol,PCR,,,‘jaculum’_spp.,‘jaculum’_spp.,‘jaculum’_spp.,‘jaculum’_spp.,37,4,10.81,m13,4,33,0.1081,,sylvatic ,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2019,"(Votypka et al., 2019)",,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Diptera,,Neomegalotomus parvus ,Neomegalotomus parvus ,truebugs (mono),truebugs,mol,PCR,,,Blastocrithidia_spp.,Blastocrithidia_spp.,Blastocrithidia_spp.,Blastocrithidia_spp.,37,2,5.41,m13,2,35,0.0541,,sylvatic ,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2019,"(Votypka et al., 2019)",,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Diptera,,Neomegalotomus parvus ,Neomegalotomus parvus ,truebugs (mono),truebugs,mol,PCR,,,Leptomonas_spp.,Leptomonas_spp.,Leptomonas_spp.,Leptomonas_pyrrhocoris,37,1,2.7,m13,1,36,0.027,,sylvatic ,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2019,"(Votypka et al., 2019)",,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Diptera,,Neomegalotomus parvus ,Neomegalotomus parvus ,truebugs (mono),truebugs,mol,PCR,,,Leptomonas_spp.,Leptomonas_spp.,Leptomonas_spp.,Leptomonas_seymouri,37,1,2.7,m13,1,36,0.027,,sylvatic ,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2019,"(Votypka et al., 2019)",,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Diptera,,Catorhintha guttula ,Catorhintha guttula ,truebugs,truebugs,mol,PCR,,,,Phytomonas_spp.,Phytomonas_spp.,Phytomonas_spp.,18,1,6,m13,1,17,0.06,,sylvatic ,cross_sectional ,,,4,Phytomonas_spp.,dixenous_spp.,insects,1,meta
2019,"(Votypka et al., 2019)",,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Diptera,,Catorhintha selector ,Catorhintha selector ,truebugs,truebugs,mol,PCR,,,,Phytomonas_spp.,Phytomonas_spp.,Phytomonas_spp.,54,4,7.41,m13,4,50,0.0741,,sylvatic ,cross_sectional ,,,4,Phytomonas_spp.,dixenous_spp.,insects,1,meta
2019,"(Votypka et al., 2019)",,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Heteroptera,,Neomegalotomus parvus ,Neomegalotomus parvus ,flies,flies,mol,PCR,,,,Trypanosomatidae_spp.,Trypanosomatidae_spp.,Trypanosomatidae_spp.,25,5,20,m13,10,27,0.2703,,sylvatic ,cross_sectional ,,,7,Trypanosomatidae_spp.,Trypanosomatidae_spp.,insects,1,meta
2019,"(Votypka et al., 2019)",,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Diptera,,Catorhintha selector ,Catorhintha selector ,truebugs (mono),truebugs,mol,PCR,,,‘jaculum’_spp.,‘jaculum’_spp.,‘jaculum’_spp.,‘jaculum’_spp.,54,26,48.15,m13,26,28,0.4815,,sylvatic ,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2019,"(Votypka et al., 2019)",,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Diptera,,Neomegalotomus parvus ,Neomegalotomus parvus ,truebugs,truebugs,mol,PCR,,,,Phytomonas_spp.,Phytomonas_spp.,Phytomonas_spp.,37,10,27.03,m13,10,27,0.2703,,sylvatic ,cross_sectional ,,,4,Phytomonas_spp.,dixenous_spp.,insects,1,meta
2019,"(Votypka et al., 2019)",,South America,Caribbean,,,1,2,"CUB, DMA, BRB, BHS, ATG, GRD, HTI, JAM, KNA, LCA, VCT, TTO",Diptera,,Niesthrea vincentii ,Niesthrea vincentii ,truebugs,truebugs,mol,PCR,,,,Phytomonas_spp.,Phytomonas_spp.,Phytomonas_spp.,11,1,9.09,m13,1,10,0.0909,,sylvatic ,cross_sectional ,,,4,Phytomonas_spp.,dixenous_spp.,insects,1,meta
2019,"(Castelli et al., 2019)","2011, 1990-2007",South America,Chile,,,1,1,CHL,Hymenopterans,Apis_mellifera,Apis_mellifera,,bees (mono),bees,mol,PCR-gapdh,Apis_spp.,,Lotmaria_spp.,Lotmaria_passim,Lotmaria_passim,Lotmaria_passim,18,13,72.2,m14,13,5,0.722,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2019,"(Castelli et al., 2019)","2011, 1990-2007",South America,Argentina ,,,1,1,ARG,Hymenopterans,Apis_mellifera,Apis_mellifera,,bees (mono),bees,mol,PCR-gapdh,Apis_spp.,,Lotmaria_spp.,Lotmaria_passim,Lotmaria_passim,Lotmaria_passim,34,26,76.5,m14,26,8,0.765,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2019,"(Castelli et al., 2019)","2011, 1990-2007",South America,Uruguay,,,1,1,URY,Hymenopterans,Apis_mellifera,Apis_mellifera,,bees (mono),bees,mol,PCR-gapdh,Apis_spp.,,Lotmaria_spp.,Lotmaria_passim,Lotmaria_passim,Lotmaria_passim,166,23,13.9,m14,23,143,0.139,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2011,"(Wilfert et al., 2011)",2007-2008,Europe,Greece,,,1,1,GRC,Diptera,,Drosophila melanogaster,,flies,flies,mol,seq,,,,Trypanosomatidae_spp.,Trypanosomatidae_spp.,Trypanosomatidae_spp.,891,31,3,m15,31,860,0.03,,,cross_sectional ,,,7,Trypanosomatidae_spp.,Trypanosomatidae_spp.,insects,1,meta
2011,"(Wilfert et al., 2011)",2007-2009,Europe,Greece,,,1,1,GRC,Diptera,,Drosophila simulans,,flies,flies,mol,seq,,,,Trypanosomatidae_spp.,Trypanosomatidae_spp.,Trypanosomatidae_spp.,268,2,1,m15,2,266,0.01,,,cross_sectional ,,,7,Trypanosomatidae_spp.,Trypanosomatidae_spp.,insects,1,meta
2011,"(Wilfert et al., 2011)",2007-2010,Europe,UK,,,1,1,GBR,Diptera,,Drosophila obscura,,flies,flies,mol,seq,,,,Trypanosomatidae_spp.,Trypanosomatidae_spp.,Trypanosomatidae_spp.,161,4,2,m15,4,157,0.02,,,cross_sectional ,,,7,Trypanosomatidae_spp.,Trypanosomatidae_spp.,insects,1,meta
2011,"(Wilfert et al., 2011)",2007-2011,Europe,UK,,,1,1,GBR,Diptera,,Drosophila subobscura ,,flies,flies,mol,seq,,,,Trypanosomatidae_spp.,Trypanosomatidae_spp.,Trypanosomatidae_spp.,509,24,5,m15,24,485,0.05,,,cross_sectional ,,,7,Trypanosomatidae_spp.,Trypanosomatidae_spp.,insects,1,meta
2011,"(Wilfert et al., 2011)",2007-2012,Europe,UK,,,1,1,GBR,Diptera,,Drosophila obscura group,,flies,flies,mol,seq,,,,Trypanosomatidae_spp.,Trypanosomatidae_spp.,Trypanosomatidae_spp.,225,14,6,m15,14,211,0.06,,,cross_sectional ,,,7,Trypanosomatidae_spp.,Trypanosomatidae_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,terricola,Bombus_terricola,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,1,1,100,m16,1,0,1,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,citrinus,Bombus_citrinus,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,2,2,100,m16,2,0,1,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,Bombus,Bombus_spp.,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,7,6,85.7,m16,6,1,0.857,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,californicus,Bombus_californicus,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,7,7,100,m16,7,0,1,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,mixtus,Bombus_mixtus,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,7,7,100,m16,7,0,1,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,borealis,Bombus_borealis,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,12,12,100,m16,12,0,1,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,sandersoni,Bombus_sandersoni,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,15,11,75,m16,11,4,0.75,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,sandersoni,Bombus_sandersoni,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_expoeki,Crithidia_expoeki,Crithidia_expoeki,15,4,25,m16,4,11,0.25,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,caliginosus,Bombus_caliginosus,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,21,4,19,m16,4,17,0.19,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,caliginosus,Bombus_caliginosus,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_expoeki,Crithidia_expoeki,Crithidia_expoeki,21,9,40,m16,9,12,0.4,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,ternarius,Bombus_ternarius,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,22,20,90,m16,20,2,0.9,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,rufocinctus,Bombus_rufocinctus,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,26,6,23.1,m16,6,20,0.231,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,perplexus,Bombus_perplexus,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,32,24,75,m16,24,8,0.75,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,perplexus,Bombus_perplexus,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_expoeki,Crithidia_expoeki,Crithidia_expoeki,32,8,25,m16,8,24,0.25,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,huntii,Bombus_huntii,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,70,45,64.3,m16,45,25,0.643,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,vosnesenskii,Bombus_vosnesenskii,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,75,47,62.7,m16,47,28,0.627,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,bimaculatus,Bombus_bimaculatus,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,75,66,88,m16,66,9,0.88,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,bimaculatus,Bombus_bimaculatus,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_expoeki,Crithidia_expoeki,Crithidia_expoeki,75,5,6.7,m16,5,70,0.067,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,pensylvanicus,Bombus_pensylvanicus,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,93,9,9.8,m16,9,84,0.098,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,fervidus,Bombus_fervidus,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,97,43,44.3,m16,43,54,0.443,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,fervidus,Bombus_fervidus,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_expoeki,Crithidia_expoeki,Crithidia_expoeki,97,53,54.6,m16,53,44,0.546,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,vagans,Bombus_vagans,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,99,50,50.5,m16,50,49,0.505,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,vagans,Bombus_vagans,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_expoeki,Crithidia_expoeki,Crithidia_expoeki,99,21,21.2,m16,21,78,0.212,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,griseocollis,Bombus_griseocollis,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,286,271,94.8,m16,271,15,0.948,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,impatiens,Bombus_impatiens,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_bombi,Crithidia_bombi,Crithidia_bombi,678,454,67,m16,454,224,0.67,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2018,"(Tripodi et al., 2018)",,North America,USA,,,,,USA,Hymenopterans,impatiens,Bombus_impatiens,,bees (mono),bees,mol,PCR,Bombus_spp.,,Crithidia_spp.,Crithidia_expoeki,Crithidia_expoeki,Crithidia_expoeki,678,18,2.7,m16,18,660,0.027,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,steindachneri,Bombus_steindachneri,,bees (mono),bees,mol,seq,Bombus_spp.,,Crithidia_spp.,Crithidia_mexicana,Crithidia_mexicana,Crithidia_mexicana,20,2,10,m17,2,18,0.1,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,macgregori,Bombus_macgregori,,bees (mono),bees,mol,seq,Bombus_spp.,,Crithidia_spp.,Crithidia_mexicana,Crithidia_mexicana,Crithidia_mexicana,29,4,13.8,m17,4,25,0.138,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,macgregori,Bombus_macgregori,,bees (mono),bees,mol,seq,Bombus_spp.,,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,29,1,3.5,m17,1,28,0.035,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,trinominatus,Bombus_trinominatus,,bees (mono),bees,mol,seq,Bombus_spp.,,Crithidia_spp.,Crithidia_expoeki,Crithidia_expoeki,Crithidia_expoeki,104,1,1,m17,1,103,0.01,W,,cross_sectional ,,added by citations ,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,trinominatus,Bombus_trinominatus,,bees (mono),bees,mol,seq,Bombus_spp.,,Crithidia_spp.,Crithidia_mexicana,Crithidia_mexicana,Crithidia_mexicana,104,1,1,m17,1,103,0.01,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,wilmattae,Bombus_wilmattae,,bees (mono),bees,mol,seq,Bombus_spp.,,Crithidia_spp.,Crithidia_mexicana,Crithidia_mexicana,Crithidia_mexicana,107,34,31.8,m17,34,73,0.318,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,diligens,Bombus_diligens,,bees (mono),bees,mol,seq,Bombus_spp.,,Crithidia_spp.,Crithidia_mexicana,Crithidia_mexicana,Crithidia_mexicana,151,9,6,m17,9,142,0.06,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,diligens,Bombus_diligens,,bees (mono),bees,mol,seq,Bombus_spp.,,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,151,1,0.7,m17,1,150,0.007,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,huntii,Bombus_huntii,,bees (mono),bees,mol,seq,Bombus_spp.,,Crithidia_spp.,Crithidia_expoeki,Crithidia_expoeki,Crithidia_expoeki,240,63,26.3,m17,63,177,0.263,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,huntii,Bombus_huntii,,bees (mono),bees,mol,seq,Bombus_spp.,,Crithidia_spp.,Crithidia_mexicana,Crithidia_mexicana,Crithidia_mexicana,240,1,0.42,m17,1,239,0.0042,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,huntii,Bombus_huntii,,bees (mono),bees,mol,seq,Bombus_spp.,,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,240,16,6.7,m17,16,224,0.067,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,weisi,Bombus_weisi,,bees (mono),bees,mol,seq,Bombus_spp.,,Crithidia_spp.,Crithidia_mexicana,Crithidia_mexicana,Crithidia_mexicana,895,35,3.9,m17,35,860,0.039,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
2016,"(Gallot-Lavallée et al., 2016)",,North America,Mexico,,,,,MEX,Hymenopterans,weisi,Bombus_weisi,,bees (mono),bees,mol,seq,Bombus_spp.,,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,Crithidia_spp.,895,1,1.1,m17,1,894,0.011,W,,cross_sectional ,,,3,monoxenous_spp.,monoxenous_spp.,insects,1,meta
