title,abstract
"Seroprevalence and risk factors associated with canine visceral leishmaniasis in the State of Paraiba, Brazil","Introduction: The aim of this study was to determine the seroprevalence and risk factors associated with canine visceral leishmaniasis in Paraiba State. Methods: Blood samples were collected from 411 dogs in four municipalities of Paraiba State. The seroprevalence was assessed by using ELISA. Results: The seroprevalence ranged from 7.2% to 20%. The risk factors that were associated with the disease were the presence of ticks and contact with other animals. Conclusions: The seroprevalence of canine visceral leishmaniasis is high in Paraiba, indicating the need for health authorities to resume visceral leishmaniasis control activities. The ruralization of suburban areas in the region tends to homogenize the risk factors between suburban and rural areas."
"Detection of antibodies against Leishmania infantum in cats (Felis catus) from the state of Pernambuco, Brazil","Introduction: Little information is available concerning infection by Leishmania infantum in cats. Therefore, the aim of this study was to perform a serological study in domestic cats. Methods: Serum samples (n=153) obtained from animals living in the cities of Recife and Petrolina, State of Pernambuco, Brazil, were tested by ELISA/S7 (R) (Biogene). Results: Anti- L. infantum antibodies were detected in 3.9% (6/153) of the cats. All seroreagent animals were from Petrolina. Conclusions: These results serve as an important alert, and future studies are needed to better understand the possible role of cats in the epidemiology of visceral leishmaniasis (VL) in this area."
"Prevalence of hemoparasites in wild birds, in the eastern zone of the Falcon state, Venezuela 2013-2015",
A cross-sectional study on canine Leishmania (L.) infantum chagasi infection in Amazonian Brazil ratifies a higher prevalence of specific IgG-antibody response than delayed-type hypersensitivity in symptomatic and asymptomatic dogs,"This was a cross-sectional study which analyzed the prevalence and the clinical and immunological spectrum of canine Leishmania (L.) infantum chagasi infection in a cohort of 320 mongrel dogs living in an endemic area of American visceral leishmaniasis in the Amazonian Brazil by using, mainly, the indirect fluorescence antibody test (IFAT-IgG) and the delayed-type hypersensitivity (DTH), and the parasite research by the popliteal lymph node aspiration. The IFAT and DTH reactivity recognized three different immune response profiles: (1) IFAT((+))/DTH(-) (107 dogs), (2) IFAT((-))/DTH(+) (18 dogs), and (3) IFAT((+))/DTH(+) (13 dogs), providing an overall prevalence of infection of 43 % (138/320). Thus, the specific prevalence of IFAT ((+)) /DTH ((-)) 33.4 % (107/320) was higher than those of IFAT ((-)) /DTH ((+)) 5.6 % (18/320) and IFAT ((+)) /DTH ((+)) 4.0 % (13/320). Moreover, the frequency of these profiles among 138 infected dogs showed that the IFAT ((+)) /DTH ((-)) rate of 77.5 % (107/138) was also higher than those of 13.0 % (18/138) of IFAT ((-)) /DTH ((+)) and 9.5 % (13/138) of IFAT ((+)) /DTH ((+)) rates. The frequency of asymptomatic dogs (76 %-105) was higher than those of symptomatic (16.6 %-23) and oligosymptomatic ones (7.4 %-10). A total of 16 (11.6 %) L. (L.) i. chagasi isolates were obtained from infected dogs, all from the IFAT ((+)) /DTH ((-)) profile: 41 % (9/22) from symptomatic, 33.3 % (3/9) from oligosymptomatic, and 5.2 % (4/76) from asymptomatic dogs. These findings strongly suggested that despite the higher frequency of asymptomatic dogs (76 %-105), the majority (72.4 %-76) was characterized by the IFAT ((+)) /DTH ((-)) profile with a doubtful immunogenetic resistance against infection."
Population genetics of forest type of Trypanosoma congolense circulating in Glossina palpalis palpalis of Fontem in the South-West region of Cameroon,"Background: Genetic variation of microsatellite loci is a widely used method for the analysis of population genetic structure of several organisms. To improve our knowledge on the population genetics of trypanosomes, Trypanosoma congolense forest and savannah types were identified in the mid-guts of Glossina palpalis palpalis caught in five villages of Fontem in the South-West region of Cameroon. From the positive samples of Trypanosoma congolense forest, the genetic diversity and the population genetic structure of these parasites were evaluated. Method: For this study, pyramidal traps were set up during three entomological surveys and 3347 tsetse flies were collected, dissected and 1903 midguts collected. DNA was extracted from midguts and specific primers were used to identify Trypanosoma congolense forest and savannah. All Trypanosoma congolense forest positive samples were characterized with seven microsatellite markers. Results: Microscopic examination revealed 25 (1.31%) mid-gut infections with trypanosomes while the PCR method identified 120 (6.3%) infections due to Trypanosoma congolense: 94 (78.33%) Trypanosoma congolense forest and 28 (21.77%) Trypanosoma congolense savannah. The trypanosome infection rates varied significantly between villages and years of capture. Menji recorded the highest infection rate (15.11%); and samples captured in 2009 were more infected (14.33%). The microsatellite markers revealed a genetic variability between Trypanosoma congolense forest populations of Fontem villages and 6.38% of mixed infections due to different genotypes of T. congolense ""forest type"". Conclusion: Our data on the population genetics play in favor of a clonal reproduction of this parasite. The microsatellite markers used here showed a low genetic differentiation and an absence of sub-structuration (F-ST <= 0.0003) between Trypanosoma congolense forest populations of Fontem villages. However, the high FST value (F-ST >= 0.3911) between samples of the Democratic Republic of Congo and those of Fontem villages indicates low migration rates between trypanosomes of these subpopulations."
Population genetics of Trypanosoma brucei circulating in Glossina palpalis palpalis and domestic animals of the Fontem sleeping sickness focus of Cameroon,"Background: Human African Trypanosomiasis is still a public health threat in Cameroon. To assess Trypanosoma brucei strains circulating in the Fontem sleeping sickness focus, we conducted a genetic structure study using microsatellites to assess genotypes circulating in both tsetse flies and domestic animals. Method: For this study, pyramidal traps were set up and 2695 tsetse flies were collected and 1535 (57%) living flies were dissected and their mid- guts collected. Furthermore, blood samples were collected from 397 domestic animals (pigs, goats, sheep and dogs). DNA was extracted from midguts and blood samples, and specific primers were used to identify trypanosomes of the subgenus Trypanozoon. All positive samples were genetically characterized with seven microsatellite markers. Results: Seventy five (4.7%) midguts of tsetse flies and 140 (35.2%) domestic animals were found infected by trypanosomes of the subgenus Trypanozoon. The genetic characterization of 215 Trypanozoon positive samples (75 from tsetse and 140 from animals) revealed a genetic diversity between Trypanosoma brucei circulating in tsetse and domestic animals. Of these positive samples, 87 (40.5%) single infections were used here to investigate the population genetics of Trypanosoma brucei circulating in tsetse and domestic animals. The dendrogram illustrating the genetic similarities between Trypanosoma brucei genotypes was subdivided into four clusters. The samples from tsetse belonged to the same cluster whereas the samples from domestic animals and espcially pigs were distributed in the four clusters. Conclusion: Pigs appeared as the animal species harboring the highest number of different Trypanosoma brucei strains. They may play an important role in the propagation of different genotypes. The FST values revealed a sub structuration of Trypanosoma brucei according to hosts and sometimes villages. The data obtained from this study may have considerable importance for the understanding of the transmission and the spread of specific genotypes of Trypanosoma brucei."
Identification of different trypanosome species in the mid-guts of tsetse flies of the Malanga (Kimpese) sleeping sickness focus of the Democratic Republic of Congo,"Background: The Malanga sleeping sickness focus of the Democratic Republic of Congo has shown an epidemic evolution of disease during the last century. However, following case detection and treatment, the prevalence of the disease decreased considerably. No active survey has been undertaken in this focus for a couple of years. To understand the current epidemiological status of sleeping sickness as well as the animal African trypanosomiasis in the Malanga focus, we undertook the identification of tsetse blood meals as well as different trypanosome species in flies trapped in this focus. Methods: Pyramidal traps were use to trap tsetse flies. All flies caught were identified and live flies were dissected and their mid-guts collected. Fly mid-gut was used for the molecular identification of the blood meal source, as well as for the presence of different trypanosome species. Results: About 949 Glossina palpalis palpalis were trapped; 296 (31.2%) of which were dissected, 60 (20.3%) blood meals collected and 57 (19.3%) trypanosome infections identified. The infection rates were 13.4%, 5.1%, 3.5% and 0.4% for Trypanosoma congolense savannah type, Trypanosoma brucei s.l., Trypanosoma congolense forest type and Trypanosoma vivax, respectively. Three mixed infections including Trypanosoma brucei s.l. and Trypanosoma congolense savannah type, and one mixed infection of Trypanosoma vivax and Trypanosoma congolense savannah type were identified. Eleven Trypanosoma brucei gambiense infections were identified; indicating an active circulation of this trypanosome subspecies. Of all the identified blood meals, about 58.3% were identified as being taken on pigs, while 33.3% and 8.3% were from man and other mammals, respectively. Conclusion: The presence of Trypanosoma brucei in tsetse mid-guts associated with human blood meals is indicative of an active transmission of this parasite between tsetse and man. The considerable number of pig blood meals combined with the circulation of Trypanosoma brucei gambiense in this focus suggests a transmission cycle involving humans and domestic animals and could hamper eradication strategies. The various species of trypanosomes identified in the Malanga sleeping sickness focus indicates the coexistence of animal and human African Trypanosomiasis. The development of new strategies integrating control measures for human and animal trypanosomiasis may enable the reduction of the control costs in this locality."
Identification and genetic characterization of Trypanosoma congolense in domestic animals of Fontem in the South-West region of Cameroon,"To understand the circulation and the spread of Torpanosoma congolense genotypes in animals of Fontem in the southwest region of Cameroon, T. congolense forest and T. congolense savannah were investigated in 397 domestic animals in eight villages. Out of the 397 domestic animals, 86 (21.7%) were found infected by trypanosomes, using the capillary tube centrifugation test. The PCR with specific primers identified 163 (41.1%) and 81(20.4%) animals infected by T. congolense forest and T. congolense savannah, respectively; showing for the first time the circulation of T. congolense savannah in the Fontem region. No infection with T. congolense savannah was found in pigs whereas goats and sheep were infected by T. congolense forest and/or T. congolense savannah. The prevalence of trypanosomes varied significantly amongst villages and animal species. The genotyping of T. congolense forest positive samples using microsatellites markers showed that multiple genotypes occurred in 27.2% (44/163) of animals sampled, whereas single genotypes were found in 73.8% (119/163) of samples. Some alleles were found in all animal species as well as in all villages and were responsible for major genotypes, whereas others (rare alleles) were identified only in some animals of few villages. These rare alleles were characteristic of specific genotypes, assimilated to minor genotypes which can be spread in the region through tsetse flies. The microsatellite markers show a low genetic variability and an absence of sub-structuration within T. congolense forest. The analysis of the microsatellite data revealed a predominant clonal reproduction within T. congolense forest. Pigs were the animal species with the highest number of different genotypes of T. congolense forest. They seem to play an important epidemiological role in the propagation and spread of different genotypes of T. congolense. (C) 2013 Elsevier B.V. All rights reserved."
"The comparative role of cattle, goats and pigs in the epidemiology of livestock trypanosomiasis on the plateau of eastern Zambia","To determine and compare the prevalence of trypanosome infections in different livestock species (cattle, pigs and goats) in areas where game animals are scarce and livestock constitute the main food source of tsetse, a survey was conducted on the plateau of the Eastern Province of Zambia in Katete and Petauke districts where Glossina morsitans morsitans is the only tsetse species present. Blood was collected from a total of 734 cattle, 333 goats and 324 pigs originating from 59 villages in both districts and was examined using the huffy coat method and the PCR-RFLP as diagnostic tools. The prevalence of trypanosome infections differed substantially between livestock species. Using microscopic diagnostic methods, trypanosome infections were detected in 13.5% of the cattle and 0.9% of the pigs. All goats were parasitologically negative. The PCR-RFLP analyses increased the trypanosomiasis prevalence to 33.5, 6.5 and 3.3% in cattle, pigs and goats respectively. The majority of the infections (91.2%) were due to Trypanosoma congolense. The presence of a trypanosome infection in cattle and pigs resulted in a significant decline in the packed cell volume. The outcome of the study clearly shows that despite the availability of goats and pigs. cattle seem to be the major livestock species affected by the disease in trypanosomiasis endemic areas. The high proportion of infections in cattle could be partly attributed to their higher availability and attractiveness to tsetse. (C) 2007 Elsevier B.V. All rights reserved."
"Molecular prevalence of trypanosome infections in cattle and tsetse flies in the Maasai Steppe, northern Tanzania","Background: African trypanosomosis is a disease of public health and economic importance that poses a major threat to the livelihoods of people living in the Maasai Steppe, where there is a significant interaction between people, livestock and wildlife. The vulnerability of the Maasai people to the disease is enhanced by the interaction of their cattle, which act as vehicles for trypanosomes, and tsetse flies close to wildlife in protected areas. This study was aimed at identification of trypanosome infections circulating in cattle and tsetse flies in order to understand their distribution and prevalence in livestock/wildlife interface areas in the Maasai Steppe. Methods: A total of 1002 cattle and 886 tsetse flies were sampled from June 2015 to February 2016 in five villages and PCR was conducted to amplify the internal transcribed spacer 1 (ITS1) from trypanosomes. All Trypanosoma brucei-positive samples were further tested for the presence of the serum resistance-associated (SRA) gene found in human-infective trypanosomes using the SRA-LAMP technique. Results: The overall prevalence of trypanosome infections was 17.2% in cattle and 3.4% in tsetse flies. Using a nested PCR, prevalence and abundance of five trypanosome species, Trypanosoma vivax, T. brucei, T. simiae, T. theileri and T. congolense, were determined, which varied with season and location. The highest prevalence of the identified trypanosome species was recorded at the end of wet season with an exception of T. brucei which was high at the beginning of the wet season. No human-infective trypanosomes were detected in both cattle and tsetse fly DNA. Conclusions: This study confirms that seasonality and location have a significant contribution to the prevalence of trypanosome species in both mammalian and vector hosts. These results are important for designing of community-wide vector and disease control interventions and planning of sustainable regimes for reduction of the burden of trypanosomosis in endemic pastoral areas, such as the Maasai Steppe in northern Tanzania."
SEROPREVALENCE OF TRYPANOSOMA EVANSI IN BUFFALOES IN SOUTH WESTERN SEMI ARID PLANE ZONE OF UTTAR PRADESH,"In present investigation seroprevalence of trypanosomosis in buffaloes were assessed using monoclonal antibody based-latex agglutination test (TE-LAT). Out of 2494 buffaloes reported, a total of 890 serum samples of suspected buffaloes were collected during the period from June, 2013 to May, 2014, from various places of south western semi arid plane zone of Uttar Pradesh. Overall sseroprevalence of 18.56% and suspected seroprevalence of 52.02% were obtained indicating endemicity of surra in buffaloes of the region. Trypanosomosis was found prevalent throughout the year in the region and higher prevalence was observed in monsoon and post monsoon months followed by winter months and least in the summer months."
"EPIDEMIOLOGY, CLINICO-PATHOLOGY AND TREATMENT OF CLINICAL TRYPANOSOMA-EVANSI INFECTION IN BUFFALO (BUBALUS-BUBALIS)",
TRYPANOSOMA-EVANSI INFECTION IN DOGS - SEASONAL PREVALENCE AND CHEMOTHERAPY,"A 1-year survey was undertaken to determine the incidence of Trypanosoma evansi in dogs at Ludhiana, India. Of 64 dogs examined by wet film, thin smear, thick smear and mouse inoculation, three (4.68%) were found to be positive for T. evansi. All the positive animals were detected during the rainy and post-rainy seasons. The treatment of three infected dogs with a combination of quinpyramine sulphate and chloride (3:2 w/w) resulted in complete recovery of two dogs; another dog died on the day therapy was initiated."
"A comparative evaluation of parasitological, serological and DNA amplification methods for diagnosis of natural Trypanosoma evansi infection in camels","A representative number of 217 camels (Camelus dromedarius) from different areas of western Rajasthan State, India, were examined from July 2002 to May 2003 for Trypanosoma evansi infection. The tests used were parasitological (wet blood film, WBF; stained thin blood smear, TBS), immunodiagnostic (double antibody sandwich enzyme linked immunosorbent assay for antigen detection, Ag-ELISA), and DNA amplification by polymerase chain reaction (PCR). These techniques were compared and the best efficiency was found for the last named (PCR). A prevalence of T evansi infection was detected in 17.05, 9.67, 4.60 and 4.14% by PCR, Ag-ELISA, TBS and WBF with a sensitivity of 100, 56.75, 27.02 and 24.32%, respectively. PCR revealed a specific 227 bp band in positive samples. The intensity of PCR bands was variable in different test samples depending upon the level of infection in the test samples. The history of intermittent fever, emaciation, oedema, poor body condition significantly correlated with positive serological status in ELISA as well as trypanosome DNA detection by PCR. (C) 2004 Published by Elsevier B.V."
Prevalence of infection by the microsporidian Nosema spp. in native bumblebees (Bombus spp.) in northern Thailand,"Bumblebees (tribe Bombini, genus Bombus Latreille) play a pivotal role as pollinators in mountain regions for both native plants and for agricultural systems. In our survey of northern Thailand, four species of bumblebees (Bombus (Megabombus) montivagus Smith, B. (Alpigenobombus) breviceps Smith, B. (Orientalibombus) haemorrhoidalis Smith and B. (Melanobombus) eximius Smith), were present in 11 localities in 4 provinces (Chiang Mai, Mae Hong Son, Chiang Rai and Nan). We collected and screened 280 foraging worker bumblebees for microsporidia (Nosema spp.) and trypanosomes (Crithidia spp.). Our study is the first to demonstrate the parasite infection in bumblebees in northern Thailand. We found N. ceranae in B. montivagus (5.35%), B. haemorrhoidalis (4.76%), and B. breviceps (14.28%) and N. bombi in B. montivagus (14.28%), B. haemorrhoidalis (11.64%), and B. breviceps (28.257%)."
"Biting flies and Trypanosoma vivax infection in three highland districts bordering lake Tana, Ethiopia","An epidemiological study was conducted to determine the prevalence of trypanosomosis in cattle, small ruminants and Equidae, and to identify biting flies; potential mechanical vectors of trypanosomes in the three districts of Bahir Dar Zuria, Dembia and Fogera, bordering lake Tana, Ethiopia. About 1509 cattle, 798 small ruminants and 749 Equidae were bled for the prevalence study using the buffy-coat method and the measurement of the hematocrit value. Sixty-six NGU and 20 monoconical traps were deployed for the fly survey. The results indicated the presence of trypanosomes in 6.1% (92/1509) of the cattle with a maximum during the late rainy season (9.6%) than the early dry season (3.6%) at Fogera district. Prevalence at the district level varied from 4% to 9.6%. Only one sheep (1/122) and one goat (1/676) were found positive for T vivax-like trypanosomes and none of the Equidae was positive. All the trypanosomes encountered in cattle belong to the single species of T vivax. The PCV was negatively associated with detection of T vivax (21.6% in infected versus 25.4% in non-infected cattle). A total of 55,398 biting flies were caught of which 49,353 (89.08%) belong to Stomoxys, 4715 (8.51 %) to horse flies and 1330 (2.4%) to Chrysops species. There was no tsetse fly. Species identification has indicated the presence of Atylotus agrestis, Chrysops streptobalia, Stomoxys calcitrans, S. nigra, S. pulla, S. pallida, S. sitiens, S. taeniata, S. uruma, Haematopota lasiops and Hippobosca variegata. The overall apparent density was 214.7 flies/trap/day. Seasonal comparison showed higher fly catches in the lite rainy season than the early dry season. This study indicated that T vivax infections culminate in cattle at the same time as mechanical vectors such as Stomoxys sp. and Arylotus agrestis. Therefore, attention towards T vivax infection in cattle is essential to control the impact of the disease on productivity. A further study on biting flies is recommended. (c) 2006 Elsevier B.V. All rights reserved."
"Prevalence study on Trypanosoma vivax in dairy cattle in the Western region on the State of Parana, Brazil","In Brazil, Trypanosoma vivax is present in several states. The disease is endemic in Pantanal and Minas Gerais. In Parana there is still no report of the parasite, but due to the state borders with Mato Grosso do Sul, Sao Paulo, Paraguay and Argentina, it is believed that the protozoan circulates in the region without diagnosis. The objective of this study was to investigate the prevalence of T. vivax in dairy cattle in the western region of Parana. For this purpose, 600 blood samples and 400 serum samples were collected from dairy cattle, distributed in 60 and 40 properties, respectively. While buffy coat smears were performed on blood samples, serum samples were used in Indirect Immunofluorescence Reaction. All samples, in both techniques, presented negative results for T. vivax. These results indicate that the studied hemoprotozoan is not circulating among the cattle in the western region of Parana. However, future work evolving beef cattle must be carried out and preventive measures should be adopted in order to avoid the entry of the parasite in the State of Parana."
Prevalence and characterization of Trypanosoma species from livestock of Cholistan desert of Pakistan,"Trypanosomiasis is one of the most pathogenic infection of livestock caused by several Trypanosoma species. The current study aims to determine the current prevalence of trypanosomiasis in livestock of Cholistan desert, Pakistan by molecular characterization. A total 272 animals, 61 camels, 59 cattle, 50 goats, 50 sheep and 52 donkeys that were bled and processed for thin smear microscopy, packed cell volume (PCV), DNA extraction, PCR, formol gel test and for cryo preservation. For diagnosis and molecular characterization, three sets of primers including TBR, RoTat 1.2, TRYP4 were used which detect their targets including repeated satellite DNA region, variant surface glycoprotein (VSG) gene and the ITS ribosomal DNA sequence of microbe. According to results, 6.2% animals were positive by microscopy, 51.1% by formol gel, 54.7% by PCV and 36.7% by PCR. The results of this study support the idea that PCR is a sensitive, robustic and reliable technique to diagnose trypanosomiasis and it should be added in conventional setup along with microscopy to avoid false negative and positive results. The PCR based order of prevalence of trypanosomiasis in Cholistani livestock was sheeps>camels>donkeys>goats>cattle. Similary, on the basis of thin smear microscopy the prevalence of trypanosomiasis was donkeys>camels>sheep>goats>cattle. It was observed that Trypanosoma evansi is the most prevalent specie involved in trypanosomiasis in Cholistani livestock."
Characterization of widespread canine leishmaniasis among wild carnivores from Spain,"Visceral Leishmaniasis (VL) is an emerging zoonotic parasitic disease caused by Leishmania infantum in Mediterranean countries, with sand flies (Phlebotomus spp.) as vectors and dogs as the main domestic reservoir. The role of wild carnivores in the epidemiology of leishmaniasis is still controversial. In order to determine the prevalence of natural infection with L. infantum in wild carnivores from Spain, we analyzed 217 samples by PCR and western blotting and used restriction fragment length polymorphism (RFLP) to compare the patterns present in wild carnivores with those of domestic dogs from the same areas. DNA of the parasite was detected in spleen or blood samples from 35 (16.12%) analyzed wild carnivores, including 8 of 39 (20.5%) wolves (Canis lupus), 23 of 162 (14.1%) foxes (Vulpes vulpes), 2 of 7 (28.6%) Egyptian mongooses (Herpestes ichneumon), 1 of 4 genets (Geneta geneta), and 1 of 4 Iberian lynxes (Lynx pardinus). No significant sex or age differences in prevalence were observed in wolves and foxes (P > 0.05), but there was a significant difference among regions in foxes (P < 0.05). A total of 12 PCR-RFLP patterns were found in foxes, 6 in wolves, 4 in dogs, 2 in Egyptian mongooses and 1 in lynx and genet. RFLP patterns differed between dogs and foxes in the two areas where they could be compared. This is the first study of canine leishmaniasis in wild canids and other carnivores from different regions of Spain by PCR. The prevalence of infection indicates the existence of natural infection in apparently healthy wild carnivore populations, and our results are suggestive of a sylvatic cycle independent of dogs. (C) 2008 Elsevier B.V. All rights reserved."
Polymerase chain reaction as a diagnosis tool for detecting trypanosomes in naturally infected cattle in Burkina Faso,"African animal trypanosomoses constitute the most important vector-borne cattle diseases in sub-Saharan Africa. Generally it is considered that there is a great lack of accurate tools for the diagnosis of the disease. During a trypanosomosis survey in the agro-pastoral zone of Sideradougou, Burkina Faso, 1036 cattle were examined for trypanosomes using microscopy. The PCR was applied on a subset of 260 huffy-coat samples using primers specific for Trypanosoma congolense savannah and riverine-forest groups, T. vivax, and T. brucei. Parasitological examination and the molecular technique were compared, showing a better efficiency of the latter. In the near future, the PCR is Likely to become an efficient tool to estimate the prevalence of African trypanosomoses in affected areas. (C) 1999 Elsevier Science B.V. All rights reserved."
A serological study of exposure to arthropod-borne pathogens in dogs from northeastern Spain,"There is limited information regarding the prevalence of many vector borne pathogens in Europe and especially in Spanish dogs. We investigated 206 sick and 260 clinically healthy dogs from three different regions in northeastern Spain for antibodies to Rickettsia conorii (Rc), Ehrlichia canis (Ec), Anaplasma phagocytophilum (Ap), Bartonella henselae (Bh), Bartonella vinsonii subsp. berkhoffii (Bvb), Leishmania infantum (Li) and Borrelia burgdorferi (Bb) and for antigen of Dirofilaria immitis (Di). Total prevalences were the following: Rc (56.4%), Li (30%), Ec (16.7%), Bh (16.8%), Ap (11.5%), Bvb (1.07%), Di (0.6%) and Bb ( 0.6%). Seroprevalences for Rc, Ec, Ap, Bh, and Bvb and Bb and Di antigens were similar among the three different study sites. The Ec seroprevalence, as determined by Snap 3DX, was statistically lower in dogs from Mallorca (0%) than Tarragona (16%) and Barcelona (5%) ( P < 0.0001). Detection of Rc antibodies was associated with seroreactivity to Ec and Ap antigens ( P = 0.018 and P = 0.002, respectively). IFA Ec antibodies were associated with Ap seroreactivity ( P < 0.0001). There was no association between the clinical status, sex, time of the year when samples were collected, life-style or exposure to fleas or ticks and a positive test result for Ec, Bh, Bvb, or Bb antibodies or Di antigens. Li seroreactivity was associated with illness and living outdoors ( P < 0.0001, P = 0.029; respectively), Rc seroreactivity with the male gender ( P = 0.028) and Ap seroreactivity with living outdoors ( P = 0.045). This study indicates that exposure to Rc, Li, Ec or related Ehrlichia spp., Bh and Ap or a related spp., is common whereas Di, Bb and Bvb is uncommon among dogs from the Mediterranean basin. We also provide serological data that suggests the existence of a novel Ehrlichia species on Mallorca island."
Prevalence of Leishmania infantum infection in dogs living in an area of canine leishmaniasis endemicity using PCR on several tissues and serology,"We studied and compared the prevalence of leishmania infection and the seroprevalence and the prevalence of canine leishmaniasis in an area where canine leishmaniasis is endemic. One hundred dogs living on the island of Mallorca (Spain) were studied. In this study, we clinically examined each dog for the presence of symptoms compatible with leishmaniasis, determined the titer of anti-Leishmania antibodies, and investigated the presence of Leishmania DNA by PCR in skin, conjunctiva, and bone marrow samples of each dog, The prevalence of the disease and the seroprevalence were 13 and 26%, respectively. In 63% of the dogs, Leishmania DNA could be detected by PCR in at least one of the tissues studied. The results of positive PCR in the bone marrow, the conjunctiva, and the skin were 17.8, 32, and 51%, respectively. The prevalence of the infection, 67%, was calculated using all animals that were seropositive and/or positive by PCR with any tissue. The results showed that the majority of dogs living in an area where canine leishmaniasis is endemic are infected by Leishmania and that the prevalence of infection is much greater than the prevalence of overt Leishmania-related disease."
Detection of Leishmania infantum DNA mainly in Rhipicephalus sanguineus male ticks removed from dogs living in endemic areas of canine leishmaniosis,"Background: Sand flies are the only biologically adapted vectors of Leishmania parasites, however, a possible role in the transmission of Leishmania has been proposed for other hematophagous ectoparasites such as ticks. In order to evaluate natural infection by Leishmania infantum in Rhipicephalus sanguineus ticks, taking into account its close association with dogs, 128 adult R. sanguineus ticks removed from 41 dogs living in endemic areas of canine leishmaniosis were studied. Methods: Individual DNA extraction was performed from each tick and whole blood taken from dogs. Dog sera were tested for IgG antibodies to L. infantum antigen by ELISA and L. infantum real-time PCR was performed from canine whole blood samples and ticks. Results: Leishmania infantum PCR was positive in 13 ticks (10.1%) including one female, (2.0%) and 12 males (15.2%), and in only five dogs (12.2%). Male ticks had a significantly higher infection rate when compared to female R. sanguineus. The percentage of L. infantum seroreactive dogs was 19.5%. All but two PCR positive dogs were seroreactive. Leishmania infantum PCR positive ticks were removed from seropositive and seronegative dogs with a variety of PCR results. Conclusions: This study demonstrates high prevalence of L. infantum DNA in R. sanguineus ticks removed from L. infantum seropositive and seronegative dogs. The presence of L. infantum DNA was detected mainly in male ticks possibly due to their ability to move between canine hosts and feed on several canine hosts during the adult life stage. Additional studies are needed to further explore the role of R. sanguineus ticks and in particular, male adults, in both the epidemiology and immunology of L. infantum infection in dogs in endemic areas."
Evaluating the Accuracy of Molecular Diagnostic Testing for Canine Visceral Leishmaniasis Using Latent Class Analysis,"Host tissues affected by Leishmania infantum have differing degrees of parasitism. Previously, the use of different biological tissues to detect L. infantum DNA in dogs has provided variable results. The present study was conducted to evaluate the accuracy of molecular diagnostic testing (qPCR) in dogs from an endemic area for canine visceral leishmaniasis (CVL) by determining which tissue type provided the highest rate of parasite DNA detection. Fifty-one symptomatic dogs were tested for CVL using serological, parasitological and molecular methods. Latent class analysis (LCA) was performed for accuracy evaluation of these methods. qPCR detected parasite DNA in 100% of these animals from at least one of the following tissues: splenic and bone marrow aspirates, lymph node and skin fragments, blood and conjunctival swabs. Using latent variable as gold standard, the qPCR achieved a sensitivity of 95.8% (CI 90.4-100) in splenic aspirate; 79.2% (CI 68-90.3) in lymph nodes; 77.3% (CI 64.5-90.1) in skin; 75% (CI 63.1-86.9) in blood; 50% (CI 30-70) in bone marrow; 37.5% (CI 24.2-50.8) in left-eye; and 29.2% (CI 16.7-41.6) in right-eye conjunctival swabs. The accuracy of qPCR using splenic aspirates was further evaluated in a random larger sample (n = 800), collected from dogs during a prevalence study. The specificity achieved by qPCR was 76.7% (CI 73.7-79.6) for splenic aspirates obtained from the greater sample. The sensitivity accomplished by this technique was 95% (CI 93.5-96.5) that was higher than those obtained for the other diagnostic tests and was similar to that observed in the smaller sampling study. This confirms that the splenic aspirate is the most effective type of tissue for detecting L. infantum infection. Additionally, we demonstrated that LCA could be used to generate a suitable gold standard for comparative CVL testing."
Cutaneous leishmaniasis: an epidemiological study in southwest of Iran,
"Trypanosomatid prevalence in Nezara viridula (L.), Euschistus heros (Fabricius) and Piezodorus guildinii (Westwood) (Heteroptera : Pentatomidae) Populations in Northern Parana, Brazil","The stink bug complex in soybeans has a great potential to cause damage, their control has been difficult due to high population densities at the end of the season. Studies related to entomopathogenic organisms in stink bugs are interesting for their possibilities to be used as biological control agents and because they could be an etiological agent in mass rearing. We determined the prevalence of trypanosomatids in the most important species of the stink bug complex in soybean, from Brazil, Nezara viridula (L.), Euschistus heros (Fabricius) and Piezodorus guildinii (Westwood). Insects were collected in soybean and on alternate hosts during the intercrop season. Hemolymph drops from each adult were mounted on slides and observed under microscope; stink bug numbers with and without flagellates were recorded. The flagellates found in P guildinii or E. heros populations were smaller than that found in N. viridula. The higher prevalence of the trypanosomatids was observed on soybean reaching a peak of 30% of the sampled N. viridula specimens in January, 2001, and 44% prevalence in February 2003. The maximum prevalences (16%) in P guildinii were observed in January and February, 2003 and on July 27, 2003 with 20% of the specimens infected. Flagellates in the hemolymph of E. heros were less frequent (maximum prevalence of 8.7%), suggesting that this species is less susceptible than X viridula and P guildinii. Trypanosomatid prevalence was higher than that observed for entomopathogenic fungi, however they seem to be inefficient control agents in short term condition."
